page_type,input_count,button_count,link_count,form_count,image_count,heading_count,list_count,table_count,password_fields,email_inputs,checkbox_count,radio_count,search_box_present,navbar_present,footer_present,sidebar_present,modal_present,aria_labels_count,aria_buttons_count,aria_roles_count,login_keyword_count,register_keyword_count,search_keyword_count,cart_keyword_count,checkout_keyword_count,payment_keyword_count,profile_keyword_count,add_to_cart_keyword_count,avg_form_size,max_form_size,submit_button_count,title_length,visible_text_length
SEARCH,1,0,59,2,17,3,11,2,0,0,0,0,1,1,1,1,0,5,3,4,0,0,5,0,0,0,0,0,0.5,0,0,50,1090
PROFILE,7,12,24,1,1,10,2,0,0,0,0,0,0,1,1,0,0,6,0,2,0,0,0,0,0,0,4,0,7.0,10,0,45,397
REGISTER,7,2,8,1,11,8,1,0,2,1,1,0,0,1,1,0,0,6,2,4,0,7,0,0,0,0,0,0,9.0,13,1,26,142
HOME,4,4,67,1,28,14,5,1,0,0,1,1,1,1,1,1,0,5,5,6,0,0,2,1,0,0,0,1,7.0,9,1,39,1098
HOME,4,3,80,3,33,20,2,0,0,0,0,0,0,1,1,0,0,2,2,3,0,0,3,0,0,0,0,0,1.67,2,1,31,825
LOGIN,2,3,6,1,11,11,1,1,1,1,1,0,0,1,0,0,1,7,1,5,6,0,1,0,0,0,0,0,4.0,6,1,36,147
UNKNOWN,8,6,15,3,7,7,2,1,0,0,0,0,0,1,1,0,0,6,5,3,0,0,0,0,0,0,0,0,2.67,3,0,23,401
CART,1,6,26,0,9,1,2,1,0,0,1,1,0,1,1,0,1,6,5,1,0,0,0,9,4,0,0,0,0.0,0,0,32,182
SETTINGS,5,5,25,2,6,8,3,0,0,0,15,4,0,0,1,1,0,5,4,4,1,0,1,1,0,0,0,0,12.5,13,1,35,368
ERROR,1,0,3,0,1,4,2,0,0,0,1,0,1,1,1,0,0,4,0,4,0,0,0,0,0,1,0,0,0.0,0,2,18,53
CHECKOUT,14,2,23,2,14,5,4,0,0,0,2,3,0,0,1,0,1,9,3,8,0,2,0,0,7,0,0,0,10.5,16,2,37,381
PAYMENT,10,6,21,2,11,3,4,0,0,0,0,1,0,1,0,1,0,6,0,1,1,0,0,0,0,10,0,0,6.0,9,1,33,256
PRODUCT,2,8,22,0,19,14,2,1,0,0,1,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,0,3,0.0,0,1,20,1352
PAYMENT,9,4,14,1,10,5,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,4,0,0,10.0,14,1,27,243
PRODUCT,2,4,28,0,16,15,2,1,0,0,1,0,0,1,1,1,0,2,0,2,0,1,0,1,0,0,0,3,0.0,0,2,35,1143
UNKNOWN,9,2,17,1,11,4,3,1,0,0,1,0,1,1,1,0,0,8,2,0,0,0,0,0,0,0,0,0,10.0,10,0,37,755
CHECKOUT,17,6,19,3,13,3,2,0,0,0,2,3,0,0,0,0,0,8,2,1,0,0,1,0,7,0,0,0,8.0,10,2,32,245
PAYMENT,7,6,12,2,16,5,3,0,0,0,0,0,0,0,1,0,0,8,2,2,0,0,2,1,0,8,0,0,3.5,4,0,13,271
HOME,5,0,54,0,36,9,6,0,0,0,1,2,1,1,1,0,0,8,2,2,3,0,1,0,0,0,0,0,0.0,0,1,36,397
PROFILE,7,10,18,1,3,4,1,1,0,0,0,1,0,0,1,0,0,8,0,4,0,0,0,0,0,0,5,0,9.0,15,1,36,198
REGISTER,10,3,5,1,11,4,1,0,1,1,2,1,1,1,1,0,0,3,2,3,0,6,0,0,1,1,0,0,14.0,19,1,36,163
PRODUCT,2,7,16,1,14,11,2,0,0,0,0,2,0,1,1,0,0,7,1,3,0,0,0,0,0,0,0,3,4.0,5,0,27,748
CHECKOUT,14,4,14,2,11,3,2,0,0,0,1,3,1,0,0,0,0,3,1,6,0,0,2,0,6,0,0,0,9.5,12,1,27,229
UNKNOWN,11,3,14,1,12,9,2,0,0,0,0,0,0,1,1,1,0,7,1,3,0,0,1,0,0,0,0,0,12.0,14,1,32,341
LOGIN,4,2,5,1,11,4,1,1,3,1,1,1,0,1,0,0,1,3,0,4,4,0,2,0,0,0,0,0,7.0,8,1,38,154
UNKNOWN,12,0,16,5,16,4,3,1,0,0,1,2,0,1,1,0,0,4,1,2,1,0,0,0,0,0,0,0,3.0,4,0,35,597
LOGIN,4,1,7,2,4,6,0,2,1,1,2,1,0,0,1,0,0,5,1,4,4,0,0,0,0,0,0,0,4.0,6,1,26,209
REGISTER,7,5,10,2,9,9,1,1,2,1,1,0,1,1,1,0,0,5,3,5,0,6,1,0,0,1,0,1,4.5,6,1,58,212
CART,6,7,18,1,7,6,3,1,0,0,1,2,1,1,1,1,0,6,0,3,0,0,0,8,3,0,0,0,9.0,15,0,49,100
CHECKOUT,18,1,15,4,11,4,2,0,0,0,0,1,1,0,0,0,0,6,2,2,1,0,1,0,6,0,0,0,5.0,5,1,44,368
LOGIN,2,1,5,1,8,4,1,2,1,1,0,1,0,0,1,0,0,2,3,2,7,0,0,0,0,0,0,0,4.0,4,1,49,188
PRODUCT,2,10,23,1,16,11,0,0,0,0,0,0,0,1,1,1,0,3,0,4,0,0,0,0,0,0,0,5,3.0,3,1,28,1006
SEARCH,2,2,63,1,24,7,7,0,0,0,1,1,1,1,1,0,0,3,3,7,0,1,8,0,0,0,0,0,6.0,6,2,29,276
LOGIN,3,3,6,1,9,8,1,0,2,1,1,0,1,1,1,0,0,2,7,1,7,0,1,0,0,0,0,0,5.0,8,1,42,161
PRODUCT,1,4,15,3,15,12,4,2,0,0,1,0,0,1,1,0,0,2,1,1,0,1,1,0,0,0,1,5,0.67,0,0,36,750
LOGIN,3,3,8,1,11,4,1,0,1,1,0,0,0,1,1,0,0,6,5,4,5,0,1,1,0,0,0,0,4.0,4,1,33,95
HOME,7,3,67,1,30,14,1,1,0,0,0,0,1,1,1,1,0,7,2,5,1,0,0,2,0,1,0,0,8.0,13,1,41,741
ERROR,0,1,2,0,1,5,0,0,0,0,1,0,0,1,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0.0,0,0,9,97
HOME,2,4,73,2,31,18,0,0,0,0,0,0,1,0,1,1,0,6,0,2,0,0,1,1,1,0,0,0,2.5,2,3,47,772
ERROR,0,2,2,0,2,4,3,1,0,0,2,0,0,1,1,1,0,2,4,1,0,0,2,1,0,0,0,0,0.0,0,1,15,30
PRODUCT,1,6,23,0,16,11,2,0,0,0,0,0,0,1,1,1,0,5,1,6,1,0,2,1,0,0,1,4,0.0,0,0,41,827
PAYMENT,8,2,15,1,12,3,1,0,0,0,0,0,0,0,1,1,0,6,4,3,0,0,0,1,0,9,0,0,8.0,9,0,37,113
UNKNOWN,12,3,19,1,7,3,2,0,0,0,2,1,0,1,1,0,0,4,2,2,0,0,0,0,0,0,0,0,17.0,20,2,52,398
CART,3,4,20,1,6,8,5,1,0,0,0,2,0,1,1,1,0,4,0,2,0,0,0,4,5,0,0,0,7.0,9,2,34,570
PRODUCT,4,7,21,3,15,10,0,1,0,0,2,1,0,1,1,0,1,2,1,3,0,0,1,0,0,0,0,2,2.33,3,0,27,987
ERROR,0,1,2,1,0,5,4,1,0,0,0,0,1,0,1,0,0,4,2,4,0,0,0,1,0,0,0,0,1.0,1,1,14,94
CHECKOUT,17,3,19,1,10,8,1,0,0,0,0,4,1,0,0,0,0,5,0,4,0,0,1,0,5,0,0,0,21.0,27,0,22,359
PROFILE,8,2,20,4,5,5,1,0,0,0,4,0,1,1,1,0,0,8,2,2,0,0,0,0,0,0,9,0,3.0,3,0,42,452
LOGIN,4,2,9,1,12,6,1,0,2,1,0,0,0,0,1,0,0,3,2,4,8,1,2,0,0,0,0,0,5.0,7,1,66,134
LOGIN,3,4,7,1,11,3,4,0,3,1,2,0,0,1,1,0,0,4,1,1,6,0,0,0,0,0,0,0,6.0,8,1,45,89
PROFILE,10,7,22,1,5,6,3,0,0,0,1,2,0,1,1,0,0,5,1,3,0,0,0,0,0,0,4,0,13.0,16,0,27,395
LOGIN,3,3,6,2,11,3,2,1,1,0,1,1,1,1,1,0,0,2,1,2,6,0,1,0,0,0,1,0,3.0,5,1,30,89
PAYMENT,7,4,19,2,6,0,1,0,0,0,0,2,1,0,0,0,0,5,4,2,0,1,0,0,0,8,0,0,5.0,7,1,45,274
CHECKOUT,20,3,23,3,9,5,0,0,0,0,1,1,1,0,1,0,0,3,2,4,0,0,0,1,3,0,0,0,7.67,9,1,43,332
PRODUCT,5,5,26,1,17,11,3,2,0,0,0,1,0,1,1,1,0,4,3,2,2,0,0,1,0,0,0,1,7.0,12,1,38,865
PAYMENT,6,0,13,1,10,4,2,0,0,0,1,0,1,0,0,0,0,3,1,3,1,0,2,0,0,7,0,0,7.0,7,0,36,276
HOME,6,2,69,1,24,18,0,0,0,0,3,0,1,1,0,0,0,4,0,2,0,0,1,0,0,0,0,0,9.0,15,0,35,1010
LOGIN,3,1,10,2,10,8,2,1,2,1,0,0,1,0,1,0,0,4,5,4,3,0,0,0,0,0,0,0,2.0,2,1,30,224
PROFILE,8,5,16,1,6,4,1,1,0,0,1,0,1,1,1,0,0,5,3,5,1,0,1,0,0,0,4,0,10.0,13,1,29,483
SEARCH,3,3,67,1,21,8,5,1,0,0,1,0,1,1,1,0,0,5,5,4,0,0,5,0,0,0,0,0,5.0,8,1,40,756
HOME,5,5,60,1,34,17,2,0,0,0,1,1,0,1,1,0,0,3,8,3,0,0,2,0,0,0,0,0,9.0,12,2,32,719
SETTINGS,5,10,19,1,3,5,3,1,0,0,15,5,0,1,1,0,1,4,2,5,1,0,0,0,0,0,0,0,26.0,36,1,46,415
LOGIN,3,3,5,1,6,6,4,2,2,1,0,1,0,0,1,1,1,4,2,1,6,0,0,0,0,0,1,0,5.0,8,1,31,39
HOME,3,1,87,1,31,13,3,0,0,0,2,0,1,1,1,1,1,4,2,2,1,0,2,0,0,0,0,0,7.0,7,2,27,953
SEARCH,3,1,83,3,23,5,10,1,0,0,1,0,1,1,1,1,0,8,2,6,0,0,7,1,0,0,0,0,1.33,2,0,35,551
SETTINGS,4,8,17,2,8,4,4,0,0,0,9,12,0,1,1,0,1,12,1,3,0,0,1,1,0,0,0,0,12.5,12,0,45,375
SEARCH,2,4,63,1,26,3,6,0,0,0,1,0,1,1,1,0,0,4,1,6,0,0,9,0,0,0,0,0,4.0,6,1,28,969
PRODUCT,3,5,12,1,19,12,0,0,0,0,0,1,1,1,1,0,0,12,5,2,0,0,0,1,0,0,0,5,5.0,8,1,32,818
SEARCH,2,8,64,1,19,3,9,1,0,0,2,2,1,1,0,0,0,6,1,1,1,0,5,0,0,0,0,0,7.0,8,1,45,588
ERROR,0,1,6,0,1,7,1,0,0,0,2,0,0,0,1,0,0,3,2,1,0,0,1,0,0,0,0,0,0.0,0,1,8,76
CHECKOUT,19,3,18,1,7,6,1,0,0,0,0,2,0,0,0,0,0,9,3,2,0,0,0,0,8,1,0,0,21.0,34,0,28,329
PRODUCT,1,4,16,1,15,9,3,2,0,0,1,0,0,1,1,0,0,6,2,5,0,0,1,0,0,0,0,4,3.0,4,1,33,1184
PAYMENT,13,2,12,1,10,1,5,0,0,0,0,2,0,0,0,0,0,7,5,0,0,0,3,0,0,7,1,0,17.0,21,2,38,352
PROFILE,5,3,16,1,4,2,1,0,0,0,1,0,1,1,1,1,1,4,1,1,1,0,0,1,1,1,4,0,9.0,10,3,26,531
REGISTER,8,5,6,1,10,6,3,0,1,1,1,2,0,1,1,0,0,7,0,0,0,6,1,0,0,0,0,0,12.0,18,1,46,226
PAYMENT,7,7,20,1,4,2,3,0,0,0,0,1,1,0,0,0,0,5,0,2,1,0,0,0,0,6,1,0,8.0,13,0,36,319
PRODUCT,1,9,21,1,10,14,2,0,0,0,0,0,0,1,1,0,0,8,1,3,0,0,0,0,0,0,0,1,3.0,4,2,42,1035
HOME,3,4,85,1,34,13,1,1,0,0,2,0,1,1,1,1,0,7,3,3,1,0,2,0,0,0,0,0,5.0,6,0,31,670
LOGIN,3,2,9,1,8,3,3,0,2,1,0,0,1,0,1,1,0,3,4,2,4,0,2,1,0,0,1,1,4.0,4,1,35,163
PROFILE,7,4,26,3,6,5,3,0,0,0,2,0,0,1,1,1,0,9,1,0,0,0,0,0,0,0,5,0,3.33,4,1,18,203
SEARCH,2,1,58,1,23,5,7,0,0,0,0,1,1,1,1,0,0,5,5,5,0,0,6,0,0,0,0,0,3.0,3,0,30,312
HOME,4,5,60,1,43,6,3,1,0,0,1,0,1,1,1,0,0,9,1,2,0,0,2,0,0,0,0,0,6.0,10,1,28,661
ERROR,0,1,4,0,2,5,5,0,0,0,0,0,0,1,1,0,0,5,1,2,0,0,0,0,0,0,0,0,0.0,0,0,12,51
CART,5,10,22,2,7,5,2,0,0,0,1,3,0,1,1,1,0,7,2,4,0,0,2,4,3,0,0,0,5.0,8,1,34,614
PROFILE,6,4,17,1,6,2,5,1,0,0,3,0,0,1,1,0,0,5,1,4,0,0,1,0,0,0,5,0,9.0,11,0,38,371
PROFILE,5,5,25,2,1,1,5,1,0,0,3,1,0,1,1,1,0,4,1,7,1,0,0,0,0,0,7,0,5.0,8,1,31,503
ERROR,1,1,2,0,2,3,2,1,0,0,2,1,1,0,0,0,0,4,2,2,0,0,0,0,1,1,0,0,0.0,0,1,17,66
REGISTER,7,4,5,1,11,4,1,1,2,1,3,1,1,1,1,1,0,2,3,2,0,9,0,0,0,0,0,0,12.0,20,1,40,102
PROFILE,4,6,16,1,4,2,0,0,0,0,1,1,0,1,1,0,0,3,3,4,1,0,0,0,0,0,6,0,7.0,10,1,44,326
SETTINGS,4,8,23,2,6,3,5,0,0,0,11,10,0,1,0,0,0,4,4,7,0,0,0,0,0,0,0,0,12.5,15,0,22,527
REGISTER,7,3,2,1,11,7,3,1,4,1,2,0,1,1,1,1,1,4,4,3,0,3,1,0,0,0,0,0,10.0,16,1,29,206
UNKNOWN,15,1,19,5,9,8,2,1,0,0,1,0,0,1,1,0,0,4,0,2,0,0,1,0,0,0,0,0,3.6,4,2,38,209
UNKNOWN,14,1,17,3,10,2,0,1,0,0,2,1,0,1,1,0,0,3,6,6,0,0,0,1,0,1,0,0,5.67,6,0,49,355
PRODUCT,2,10,14,1,11,9,3,0,0,0,1,1,0,1,1,1,1,5,6,7,0,0,0,0,0,0,0,1,6.0,10,2,39,1177
UNKNOWN,12,4,29,1,14,7,3,0,0,0,0,0,0,1,1,1,0,7,2,4,0,0,0,0,0,0,1,0,12.0,14,0,38,804
UNKNOWN,6,0,18,3,6,1,1,0,0,0,2,1,1,1,1,0,0,5,2,4,0,0,1,0,0,0,0,0,3.67,3,2,35,428
HOME,4,3,79,0,33,21,1,0,0,0,1,1,1,1,1,0,0,11,2,0,3,0,0,0,0,0,1,0,0.0,0,1,38,1785
CHECKOUT,16,3,23,1,7,6,3,0,0,0,1,2,0,0,0,0,0,7,4,2,0,0,1,0,5,0,1,0,20.0,20,1,36,165
REGISTER,8,3,7,1,13,3,5,0,2,1,1,1,0,1,1,0,0,1,2,3,0,5,0,0,0,1,0,0,11.0,15,1,27,230
LOGIN,4,2,10,1,5,10,1,0,2,1,0,0,1,1,1,0,0,4,0,2,5,0,1,1,0,0,0,0,5.0,6,1,16,121
ERROR,0,1,3,0,2,6,2,0,0,0,1,0,0,1,1,0,0,7,2,3,0,0,1,0,0,0,0,0,0.0,0,0,15,55
ERROR,0,1,3,0,1,4,1,1,0,0,1,1,0,1,1,1,0,3,2,2,2,0,0,0,0,0,0,0,0.0,0,1,13,82
ERROR,1,0,3,0,0,1,3,1,0,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0.0,0,1,19,32
ERROR,1,0,4,1,1,4,3,0,0,0,2,1,1,1,1,1,0,5,3,2,0,0,0,0,0,0,0,0,7.0,12,3,16,12
CART,8,12,17,1,10,5,9,0,0,0,1,0,0,1,1,0,0,6,1,1,1,0,0,6,1,0,0,0,13.0,20,4,35,429
SEARCH,3,3,67,3,13,7,6,2,0,0,1,0,1,1,1,1,0,4,1,1,0,0,8,0,0,1,0,0,2.0,3,2,48,757
HOME,4,1,83,1,29,12,5,0,0,0,4,0,0,1,1,1,0,4,4,5,1,0,6,0,0,1,0,0,9.0,9,1,15,501
HOME,3,8,68,1,32,12,2,0,0,0,0,0,0,1,1,1,0,3,3,3,3,0,4,0,1,0,0,0,4.0,6,1,25,577
HOME,11,4,70,0,28,14,2,0,0,0,2,0,1,1,1,1,0,0,3,3,2,0,1,2,0,2,0,0,0.0,0,1,17,460
SETTINGS,4,6,15,6,7,5,3,1,0,0,11,5,0,1,1,0,0,1,4,7,0,0,1,0,0,0,0,1,3.33,3,0,38,588
PAYMENT,9,5,20,2,6,5,0,0,0,0,0,0,0,0,1,0,0,6,0,8,0,0,1,0,0,8,0,1,5.5,7,2,31,256
ERROR,0,1,1,0,3,4,1,1,0,0,1,0,1,0,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0.0,0,0,16,81
CART,6,7,19,0,5,8,10,0,0,0,1,0,0,1,1,0,0,8,3,3,0,0,1,5,2,0,0,0,0.0,0,0,38,105
PROFILE,6,9,12,1,3,3,2,0,0,0,0,1,0,1,1,0,0,3,0,2,0,0,1,1,0,0,4,0,9.0,14,2,26,326
PRODUCT,3,6,23,1,16,10,3,1,0,0,3,0,1,0,1,0,0,5,0,2,2,0,0,1,0,0,1,4,7.0,10,1,34,743
SETTINGS,6,11,19,2,10,7,2,0,0,0,10,6,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,11.0,11,0,20,277
UNKNOWN,9,2,20,2,9,5,1,0,0,0,0,1,0,1,1,0,0,2,0,2,1,0,2,0,0,0,0,0,6.0,10,2,29,510
REGISTER,5,0,8,2,5,4,2,0,2,1,1,0,1,1,1,0,0,6,2,3,0,7,0,0,0,0,0,0,3.5,5,1,38,151
ERROR,0,1,1,1,0,3,3,1,0,0,2,0,1,1,0,0,0,4,3,2,0,0,0,0,0,0,0,0,4.0,6,2,14,81
REGISTER,8,5,10,2,9,2,3,1,4,1,2,1,0,1,1,0,0,11,4,2,0,4,2,0,0,0,1,0,6.0,10,1,49,239
REGISTER,6,5,9,1,7,8,1,2,2,1,2,0,1,1,1,1,1,6,2,5,0,5,0,1,0,0,0,0,9.0,10,1,43,344
LOGIN,2,1,8,1,12,2,3,0,1,0,1,0,0,1,1,0,0,8,2,5,3,0,0,0,0,0,0,0,4.0,4,1,40,83
REGISTER,4,2,10,1,11,7,2,0,1,1,3,2,0,1,1,1,0,4,4,3,1,7,1,0,0,0,0,0,10.0,17,1,21,262
PROFILE,9,6,20,3,5,8,2,1,0,0,1,0,0,0,0,1,0,5,1,3,0,0,0,1,0,0,3,0,3.33,5,0,23,309
SETTINGS,9,11,29,6,12,5,3,1,0,0,8,3,1,1,1,1,0,4,4,3,0,0,0,0,0,0,0,0,3.5,4,1,23,284
PROFILE,4,5,20,1,5,8,2,1,0,0,1,0,0,1,1,0,0,3,4,4,0,0,2,0,0,1,4,0,7.0,12,2,33,396
CART,4,7,20,1,8,11,2,3,0,0,1,0,0,1,1,1,0,6,3,2,0,0,0,9,4,0,0,0,5.0,7,0,41,459
LOGIN,2,2,8,2,14,3,4,1,1,1,0,0,0,1,1,0,0,9,5,3,8,0,0,0,0,0,0,0,1.5,2,1,42,249
SEARCH,1,5,76,1,22,4,5,0,0,0,0,0,1,1,1,1,0,8,2,4,0,0,7,0,0,0,0,0,2.0,2,1,35,447
PRODUCT,1,5,18,2,17,5,2,0,0,0,1,0,0,0,1,0,0,5,3,4,0,0,0,0,0,1,0,5,1.5,1,1,16,1262
SETTINGS,4,6,19,3,10,4,1,0,0,0,14,8,0,1,1,1,0,3,1,4,0,0,0,2,0,0,0,0,9.67,14,3,41,497
PAYMENT,14,2,16,1,3,6,4,0,0,0,1,0,0,0,0,0,0,5,3,2,0,0,1,0,1,7,0,0,17.0,22,2,26,300
UNKNOWN,6,1,17,0,9,7,1,0,0,0,1,1,0,1,1,0,0,4,3,1,0,0,2,0,1,0,0,0,0.0,0,0,39,92
LOGIN,2,2,7,1,15,1,2,1,1,1,0,0,0,0,1,0,1,5,2,3,3,0,0,0,1,0,0,0,3.0,3,1,40,112
CHECKOUT,19,2,19,1,13,6,1,0,0,0,1,5,0,0,0,0,0,0,5,1,0,0,0,0,6,1,1,0,27.0,33,2,48,256
UNKNOWN,11,2,15,2,8,2,1,5,0,0,0,0,1,1,1,0,0,1,2,4,0,0,0,1,0,0,0,0,6.5,11,2,30,530
PROFILE,7,4,28,4,6,5,3,1,0,0,1,0,0,1,1,0,0,4,4,4,0,0,0,0,0,0,6,0,2.25,2,1,13,288
REGISTER,8,3,11,1,12,5,4,0,1,1,2,1,0,1,1,0,0,3,2,3,1,7,0,0,0,0,0,0,12.0,19,1,40,225
PAYMENT,8,3,22,2,13,2,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,1,0,0,7,0,0,5.0,5,2,6,239
PAYMENT,15,4,20,1,10,6,2,1,0,0,0,0,1,0,1,1,0,9,3,4,0,1,1,0,0,10,0,0,17.0,28,2,18,159
LOGIN,4,1,6,1,12,7,2,1,1,0,0,0,0,0,1,0,0,6,1,2,6,0,0,0,0,1,0,0,5.0,8,1,50,128
SETTINGS,4,5,11,1,12,5,1,0,0,0,13,6,0,1,1,0,0,6,0,2,1,0,1,0,1,0,0,1,24.0,35,1,48,309
REGISTER,8,4,6,1,9,5,0,0,1,1,1,0,0,1,1,0,0,5,4,5,0,6,1,0,0,0,0,0,10.0,15,1,39,144
SETTINGS,7,7,21,4,8,7,2,0,0,0,8,7,0,1,1,0,0,3,3,4,0,0,0,0,0,0,0,0,6.0,9,2,40,271
SEARCH,1,3,73,2,17,6,3,0,0,0,1,2,1,1,1,0,0,5,6,3,0,0,6,0,0,0,0,1,3.0,3,2,45,185
PRODUCT,1,6,24,1,20,14,0,0,0,0,1,0,1,1,1,1,0,1,1,2,0,0,0,1,0,0,0,3,3.0,3,1,44,901
PROFILE,7,5,18,1,3,12,1,0,0,0,1,0,1,1,1,1,0,2,2,1,0,2,0,0,0,0,6,0,8.0,9,0,28,378
REGISTER,9,2,11,1,14,7,2,1,1,1,4,0,0,1,1,0,0,9,1,3,0,8,0,0,0,0,0,0,14.0,25,1,39,196
SEARCH,2,2,60,1,21,5,5,1,0,0,1,0,1,1,1,0,0,4,3,6,1,0,8,0,0,0,0,0,3.0,4,0,30,217
LOGIN,4,2,6,1,6,5,4,1,1,0,0,0,0,0,1,0,0,2,1,3,3,0,1,0,0,0,0,0,5.0,8,1,50,122
CART,3,7,18,0,7,3,1,0,0,0,3,0,1,1,1,0,0,7,2,3,0,0,0,12,3,0,0,1,0.0,0,0,30,463
ERROR,1,1,2,1,0,4,1,0,0,0,0,1,1,0,1,0,0,7,5,2,1,0,1,0,0,0,0,0,2.0,2,0,13,63
CART,4,5,14,1,9,4,2,1,0,0,3,1,0,1,1,0,0,5,0,7,0,0,1,6,4,0,0,0,10.0,14,2,26,361
PAYMENT,10,3,21,2,9,10,1,0,0,0,0,1,1,0,0,1,0,2,3,1,0,0,0,0,0,7,0,0,7.0,10,3,49,175
PROFILE,6,7,18,1,1,3,1,2,0,0,1,0,0,1,1,0,0,5,0,4,0,0,1,0,0,0,7,0,7.0,7,0,44,194
REGISTER,5,4,6,1,10,2,4,1,3,1,1,1,1,0,1,0,0,6,4,2,0,5,0,0,0,0,0,0,8.0,13,1,27,211
CART,3,5,14,1,7,6,3,1,0,0,2,1,1,1,0,0,0,3,1,2,0,0,1,6,3,0,0,0,6.0,8,0,23,385
HOME,8,2,62,1,34,14,0,0,0,0,3,1,1,1,1,1,0,5,1,3,0,0,3,0,0,0,0,0,12.0,18,0,23,793
CART,4,10,15,0,11,5,2,0,0,0,0,0,1,1,1,0,1,4,2,3,0,0,0,6,5,0,0,0,0.0,0,0,36,484
PAYMENT,9,3,26,1,7,2,0,0,0,0,1,2,0,1,0,0,0,4,2,3,0,0,2,1,0,11,0,0,12.0,12,0,28,423
CHECKOUT,11,4,20,2,9,5,3,0,0,0,2,2,0,0,0,0,0,5,2,0,0,0,0,0,6,0,0,0,7.5,13,0,35,290
HOME,6,5,68,0,31,10,4,0,0,0,1,2,1,1,1,0,0,7,2,3,1,0,2,0,1,0,0,0,0.0,0,1,30,868
CHECKOUT,21,3,22,2,10,3,1,0,0,0,1,3,0,0,0,0,0,11,3,3,0,0,0,1,3,0,0,0,12.5,22,0,32,236
ERROR,1,3,3,0,1,4,3,0,0,0,1,0,1,1,1,1,0,6,2,4,0,1,0,0,0,0,0,0,0.0,0,0,16,37
HOME,4,3,73,1,31,13,3,0,0,0,0,0,1,1,1,1,0,5,3,0,2,0,2,0,0,0,0,0,5.0,7,1,45,988
ERROR,0,0,2,0,2,6,1,0,0,0,2,0,0,1,0,0,0,8,0,2,1,0,0,0,0,0,0,1,0.0,0,2,11,24
PRODUCT,1,6,23,2,11,14,2,1,0,0,2,1,0,1,1,0,0,7,0,2,0,0,0,0,0,0,0,7,3.5,5,3,42,1099
HOME,6,6,74,1,33,11,3,1,0,0,2,2,1,1,1,1,0,4,0,3,0,0,5,0,0,0,0,1,11.0,11,1,37,1160
CART,7,10,24,1,10,5,5,1,0,0,0,1,0,1,1,0,0,6,3,3,0,0,0,9,3,0,0,0,10.0,13,2,47,342
ERROR,0,1,2,0,0,4,2,0,0,0,0,0,0,1,1,0,0,8,2,4,0,0,1,0,0,0,0,0,0.0,0,1,21,47
CHECKOUT,15,0,23,1,9,3,2,2,0,0,0,2,0,0,1,0,0,5,2,3,0,0,2,1,7,0,0,0,18.0,22,1,58,311
UNKNOWN,11,3,20,1,12,1,0,0,0,0,0,0,0,1,1,1,0,5,1,3,0,0,0,0,0,0,1,0,14.0,18,3,43,341
SEARCH,2,4,67,3,14,4,10,0,0,0,0,0,1,1,1,1,0,7,1,4,0,0,11,0,0,0,0,0,1.0,1,1,65,975
SETTINGS,6,4,22,5,15,6,4,2,0,0,9,9,1,1,0,0,0,1,3,2,0,0,1,1,0,0,0,0,5.2,7,2,25,360
PRODUCT,2,5,16,0,12,12,0,1,0,0,1,1,0,1,1,1,0,3,4,1,0,0,0,0,0,0,0,3,0.0,0,0,48,947
PAYMENT,8,1,27,1,10,3,0,1,0,0,0,0,0,0,1,0,0,6,5,4,0,0,1,0,0,10,0,0,8.0,11,0,28,116
PROFILE,4,10,15,2,2,4,0,0,0,0,1,1,0,1,1,0,0,8,3,5,0,0,0,1,0,1,5,0,3.5,4,1,38,543
PRODUCT,2,5,20,0,17,10,2,0,0,0,2,1,0,1,1,1,0,5,2,4,0,0,0,0,0,0,0,6,0.0,0,2,31,819
HOME,3,1,65,1,37,14,2,0,0,0,0,1,1,1,1,0,1,6,0,4,2,0,3,0,0,0,0,0,5.0,6,1,26,963
SETTINGS,6,9,12,2,17,3,1,1,0,0,12,5,0,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,12.0,17,1,33,502
CHECKOUT,14,1,18,1,11,3,0,1,0,0,2,5,0,1,0,0,0,6,5,5,0,0,1,1,8,0,0,0,21.0,31,0,32,330
SEARCH,2,3,67,3,24,3,8,3,0,0,2,1,1,1,1,1,1,3,3,1,0,0,9,0,0,0,0,0,1.67,1,0,52,10
REGISTER,8,4,9,1,8,7,1,0,2,1,2,1,0,1,1,1,0,3,0,0,0,5,1,1,0,0,0,0,12.0,19,1,35,205
PRODUCT,1,6,19,2,17,8,4,0,0,0,0,0,0,1,1,0,1,0,2,4,0,1,1,1,0,0,0,2,0.5,0,0,37,1290
ERROR,0,0,4,1,0,7,2,1,0,0,0,0,1,1,1,0,0,5,4,4,0,0,0,0,0,0,1,1,0.0,0,0,18,80
